county,state,avganncount,avgdeathsperyear,popest2015,medincome,binnedinc,medianage,medianagemale,medianagefemale,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctpubliccoverage,povertypercent,studypercap
Jack County, Texas,43.0,17,8878,52030,"(51046.4, 54545.6]",40.5,36.4,43.8,40.5,7.2,45.1,5.6,60.7,33.0,14.9,0.0
Jackson County, Texas,72.0,35,14816,52185,"(51046.4, 54545.6]",39.0,38.9,39.1,33.9,13.6,55.8,5.2,66.8,29.7,14.7,0.0
Jasper County, Texas,202.0,86,35506,41017,"(40362.7, 42724.4]",40.6,40.0,41.5,44.0,7.0,44.5,11.4,56.3,39.0,17.7,0.0
Jeff Davis County, Texas,12.0,7,2156,46364,"(45201, 48021.6]",53.1,53.4,52.8,21.1,18.7,56.1,7.1,56.3,40.3,13.1,0.0
Jefferson County, Texas,1195.0,510,254308,41147,"(40362.7, 42724.4]",35.9,35.1,37.1,33.3,13.0,51.7,8.8,54.7,33.1,21.2,55.05135505
Jim Hogg County, Texas,22.0,12,5200,36929,"(34218.1, 37413.8]",36.7,31.5,44.1,30.2,9.3,44.5,16.5,48.4,37.9,22.5,0.0
Jim Wells County, Texas,153.0,72,41382,46200,"(45201, 48021.6]",34.6,32.9,36.0,34.1,7.3,53.8,6.6,53.0,33.0,20.2,0.0
Johnson County, Texas,675.0,276,159990,55926,"(54545.6, 61494.5]",36.7,35.8,37.6,31.7,12.4,58.0,7.3,61.2,26.8,13.3,37.5023439
Jones County, Texas,95.0,41,19970,41079,"(40362.7, 42724.4]",39.2,36.5,44.5,39.0,7.2,29.7,4.2,56.4,39.8,23.4,0.0
Karnes County, Texas,71.0,31,14975,43986,"(42724.4, 45201]",35.5,33.8,41.1,36.3,10.0,43.6,4.8,59.2,38.3,22.3,0.0
Kendall County, Texas,171.0,63,40384,77764,"(61494.5, 125635]",43.6,42.2,45.0,21.1,26.7,55.9,4.5,75.6,28.3,8.3,0.0
Kerr County, Texas,336.0,152,50955,44113,"(42724.4, 45201]",47.9,45.7,49.7,27.8,18.4,49.4,8.0,58.3,42.5,17.6,98.12579727
Kimble County, Texas,28.0,15,4388,38750,"(37413.8, 40362.7]",52.8,52.0,54.6,35.4,12.7,55.5,7.6,56.3,40.7,18.5,0.0
Kinney County, Texas,18.0,11,3549,39335,"(37413.8, 40362.7]",44.9,40.8,47.3,27.9,11.1,41.3,13.2,52.7,33.9,21.0,0.0
Kleberg County, Texas,130.0,48,31857,40884,"(40362.7, 42724.4]",28.0,26.6,30.7,22.1,16.9,53.6,11.7,56.6,31.5,22.8,0.0
Knox County, Texas,19.0,10,3860,36929,"(34218.1, 37413.8]",40.9,39.3,43.1,37.0,12.1,52.6,7.1,56.0,39.3,21.3,0.0
Lamar County, Texas,292.0,120,49440,41009,"(40362.7, 42724.4]",40.3,37.8,42.1,34.7,10.7,53.7,7.4,55.7,37.1,18.6,323.6245955
Lamb County, Texas,61.0,32,13385,37111,"(34218.1, 37413.8]",36.1,32.9,38.7,30.5,11.6,55.8,6.2,48.4,38.5,22.6,2689.577886
Lampasas County, Texas,100.0,55,20588,50699,"(48021.6, 51046.4]",40.8,40.7,40.9,25.8,14.1,51.6,8.6,64.4,33.9,14.4,0.0
La Salle County, Texas,21.0,9,7631,38012,"(37413.8, 40362.7]",31.7,33.4,28.8,32.7,10.1,42.9,8.1,41.2,41.8,28.1,0.0
Lavaca County, Texas,121.0,47,19836,47041,"(45201, 48021.6]",44.9,43.7,45.6,41.6,11.9,57.6,4.0,66.4,32.4,13.8,0.0
Lee County, Texas,74.0,31,16898,52895,"(51046.4, 54545.6]",39.9,39.1,42.1,39.1,12.3,57.9,5.7,65.6,31.3,13.0,0.0
Leon County, Texas,101.0,54,17086,45159,"(42724.4, 45201]",44.9,44.6,45.0,36.2,12.0,49.5,7.5,54.8,41.5,13.5,0.0
Liberty County, Texas,309.0,152,79654,47123,"(45201, 48021.6]",36.4,35.9,37.0,38.0,6.7,46.0,11.5,53.5,32.0,17.4,0.0
Limestone County, Texas,127.0,60,23320,37256,"(34218.1, 37413.8]",39.3,37.3,42.3,35.7,9.9,50.3,8.2,50.8,39.8,19.6,0.0
Lipscomb County, Texas,12.0,4,3569,60810,"(54545.6, 61494.5]",34.4,31.0,39.0,37.2,14.2,62.1,5.0,67.6,22.6,10.6,280.1905296
Live Oak County, Texas,52.0,24,12229,51481,"(51046.4, 54545.6]",42.0,39.9,45.1,36.0,9.9,42.8,4.3,61.7,31.3,15.5,0.0
Llano County, Texas,149.0,68,19796,45096,"(42724.4, 45201]",56.3,55.8,56.8,27.2,19.4,44.1,5.8,59.0,47.8,14.9,0.0
Lubbock County, Texas,1107.0,425,299453,45719,"(45201, 48021.6]",30.6,29.3,31.9,25.9,17.4,62.2,6.2,63.8,28.2,17.7,153.6134218
Lynn County, Texas,21.0,11,5724,41589,"(40362.7, 42724.4]",37.4,36.6,38.7,31.9,12.5,54.7,10.9,49.6,39.1,18.3,0.0
McCulloch County, Texas,51.0,24,8341,39649,"(37413.8, 40362.7]",44.2,40.8,45.7,31.3,10.7,56.5,4.3,58.2,41.8,18.9,0.0
McLennan County, Texas,1034.0,447,245671,43488,"(42724.4, 45201]",32.9,31.6,34.3,27.9,14.6,57.3,6.2,62.4,31.2,19.7,85.48017471
Madison County, Texas,60.0,26,14065,39030,"(37413.8, 40362.7]",35.1,31.7,43.5,36.8,7.8,35.3,5.7,57.4,37.4,21.5,0.0
Marion County, Texas,71.0,35,10160,34452,"(34218.1, 37413.8]",49.1,49.4,48.5,37.6,8.7,45.7,8.0,50.0,42.9,23.1,0.0
Martin County, Texas,16.0,7,5641,61896,"(61494.5, 125635]",31.9,31.5,33.6,35.5,13.0,60.9,3.5,59.9,21.3,12.5,0.0
Mason County, Texas,22.0,13,4032,42820,"(42724.4, 45201]",50.5,48.2,53.2,34.7,15.3,58.2,6.8,54.4,38.1,14.8,0.0
Matagorda County, Texas,181.0,72,36770,41587,"(40362.7, 42724.4]",37.2,36.5,38.2,35.4,11.7,56.2,6.4,52.0,35.7,22.1,0.0
Maverick County, Texas,168.0,71,57706,32248,"[22640, 34218.1]",29.9,27.8,31.1,22.4,7.7,,13.1,36.4,34.8,26.5,0.0
Medina County, Texas,178.0,82,48417,53440,"(51046.4, 54545.6]",38.5,36.5,40.3,31.9,13.2,52.4,6.6,65.2,33.6,14.3,0.0
Menard County, Texas,11.0,7,2164,32580,"[22640, 34218.1]",45.7,45.4,46.0,30.3,8.8,47.1,8.3,49.5,43.3,22.7,0.0
Midland County, Texas,520.0,197,161077,74811,"(61494.5, 125635]",32.1,31.1,33.0,23.6,18.3,67.8,3.4,67.6,20.5,9.9,80.70674274
Milam County, Texas,142.0,72,24513,41849,"(40362.7, 42724.4]",41.4,38.9,42.9,37.5,12.3,48.5,9.6,63.0,38.8,18.3,0.0
Mills County, Texas,30.0,12,4900,38564,"(37413.8, 40362.7]",45.5,45.3,45.7,26.8,14.7,50.0,3.6,68.4,35.7,17.1,0.0
Mitchell County, Texas,43.0,21,9067,41363,"(40362.7, 42724.4]",35.5,32.3,42.9,33.4,8.5,38.4,5.5,63.6,29.9,20.7,0.0
Montague County, Texas,119.0,59,19262,48996,"(48021.6, 51046.4]",43.6,43.0,44.6,34.1,11.5,52.5,6.6,57.5,34.2,14.8,0.0
Montgomery County, Texas,1929.0,709,537559,70929,"(61494.5, 125635]",36.4,35.5,37.3,24.3,21.7,,6.1,68.4,23.3,10.9,68.82965405
Moore County, Texas,75.0,32,22255,42839,"(42724.4, 45201]",31.1,30.2,31.6,26.1,9.5,67.4,4.1,59.4,26.8,14.6,0.0
Morris County, Texas,75.0,35,12516,37954,"(37413.8, 40362.7]",43.3,42.2,44.3,34.7,9.4,45.3,12.7,56.7,42.4,18.6,1518.056887
Nacogdoches County, Texas,273.0,116,65664,38895,"(37413.8, 40362.7]",30.2,29.5,30.6,28.1,15.0,53.6,8.6,58.2,29.3,22.7,0.0
Navarro County, Texas,242.0,113,48323,43091,"(42724.4, 45201]",38.2,36.6,39.1,30.5,10.8,54.4,10.9,51.7,37.2,20.3,0.0
Newton County, Texas,62.0,35,13986,39135,"(37413.8, 40362.7]",41.6,40.2,43.4,50.1,4.6,42.4,12.1,58.5,37.1,20.2,0.0
Nolan County, Texas,81.0,36,15107,38742,"(37413.8, 40362.7]",37.9,34.9,42.1,34.8,8.9,54.9,7.7,54.5,37.9,17.9,0.0
Nueces County, Texas,1403.0,577,359715,51222,"(51046.4, 54545.6]",34.9,33.8,36.1,28.2,12.9,59.7,6.6,56.2,33.7,16.8,102.859208
Ochiltree County, Texas,40.0,18,10747,61773,"(61494.5, 125635]",31.7,30.7,32.6,29.3,10.5,66.9,5.2,61.0,22.9,10.7,0.0
Oldham County, Texas,10.0,4,2069,54458,"(51046.4, 54545.6]",32.4,23.7,40.2,19.6,20.2,50.1,7.4,70.3,33.9,15.6,0.0
Orange County, Texas,453.0,188,84260,48834,"(48021.6, 51046.4]",38.1,37.0,39.5,40.0,10.4,54.7,8.4,62.8,31.7,16.0,0.0
Palo Pinto County, Texas,164.0,66,27895,40862,"(40362.7, 42724.4]",41.2,39.0,42.6,37.0,10.6,51.4,8.3,52.2,37.2,18.6,0.0
Panola County, Texas,119.0,55,23766,48822,"(48021.6, 51046.4]",38.0,37.0,38.8,32.5,8.9,,5.7,63.0,31.6,15.5,0.0
Parker County, Texas,575.0,218,126042,67655,"(61494.5, 125635]",39.6,38.5,40.5,26.9,18.5,,6.1,69.8,26.3,9.9,23.80158995
Parmer County, Texas,38.0,14,9749,41813,"(40362.7, 42724.4]",32.5,31.5,34.0,30.4,10.7,63.0,3.6,55.5,28.1,14.6,0.0
Pecos County, Texas,51.0,19,16203,44817,"(42724.4, 45201]",35.8,36.0,34.3,35.2,6.6,52.0,4.8,64.1,23.9,17.8,0.0
Polk County, Texas,341.0,139,46972,41401,"(40362.7, 42724.4]",43.5,42.0,45.8,37.7,8.2,43.2,10.0,51.4,41.7,18.5,0.0
Potter County, Texas,528.0,212,121802,38224,"(37413.8, 40362.7]",33.3,32.9,33.5,27.8,10.3,58.2,5.3,52.5,31.7,21.5,771.7443063
Presidio County, Texas,21.0,7,6876,34258,"(34218.1, 37413.8]",41.0,38.9,42.3,17.3,14.0,47.6,9.6,35.2,36.1,21.8,0.0
Rains County, Texas,71.0,29,11161,47834,"(45201, 48021.6]",47.6,46.2,48.3,39.5,7.4,49.6,7.9,55.2,41.5,14.9,0.0
Randall County, Texas,539.0,202,130269,64636,"(61494.5, 125635]",35.4,33.9,37.0,22.1,20.4,66.0,3.9,73.4,25.0,9.7,38.382117
Reagan County, Texas,11.0,4,3792,62376,"(61494.5, 125635]",35.9,35.8,37.1,37.1,8.1,65.1,2.2,56.2,18.3,11.2,0.0
Real County, Texas,20.0,10,3307,37294,"(34218.1, 37413.8]",54.1,53.5,55.6,28.6,16.0,34.9,12.0,46.3,49.0,18.7,0.0
Red River County, Texas,83.0,41,12455,34340,"(34218.1, 37413.8]",44.6,42.4,47.1,39.0,10.3,45.8,7.2,53.9,42.5,20.1,80.28904055
Reeves County, Texas,47.0,20,14732,39006,"(37413.8, 40362.7]",35.6,34.5,39.1,25.8,8.5,41.8,6.7,53.9,35.3,24.8,0.0
Refugio County, Texas,54.0,23,7289,43654,"(42724.4, 45201]",42.7,39.6,44.4,35.9,6.0,53.0,6.7,58.5,38.7,16.9,0.0
Robertson County, Texas,91.0,37,16659,43194,"(42724.4, 45201]",40.9,39.3,43.3,37.5,12.1,52.1,9.2,55.0,38.1,19.0,0.0
Runnels County, Texas,62.0,27,10551,38607,"(37413.8, 40362.7]",41.9,40.0,44.3,38.8,13.3,52.0,3.4,58.9,37.7,18.1,0.0
Rusk County, Texas,242.0,108,53070,46427,"(45201, 48021.6]",38.5,38.1,39.0,33.7,9.9,50.0,4.9,56.4,32.5,16.6,18.8430375
Sabine County, Texas,81.0,38,10368,35701,"(34218.1, 37413.8]",50.4,50.6,50.2,44.8,7.7,33.9,12.1,47.7,51.5,19.0,0.0
San Augustine County, Texas,53.0,28,8473,32826,"[22640, 34218.1]",47.8,46.8,48.5,42.9,7.1,31.2,16.3,43.9,47.4,23.9,0.0
San Jacinto County, Texas,161.0,77,27413,43087,"(42724.4, 45201]",43.6,42.6,44.5,45.0,8.1,46.5,12.6,54.2,39.9,18.6,0.0
San Patricio County, Texas,306.0,139,67357,51958,"(51046.4, 54545.6]",35.5,34.0,36.9,31.1,10.3,57.0,5.2,58.1,31.4,15.8,0.0
San Saba County, Texas,28.0,14,5901,38000,"(37413.8, 40362.7]",42.1,39.0,48.1,30.7,10.8,48.2,4.9,64.0,38.3,20.3,0.0
Schleicher County, Texas,15.0,7,3211,50361,"(48021.6, 51046.4]",35.5,36.2,35.1,23.6,14.2,63.6,4.1,59.5,25.0,13.6,0.0
Scurry County, Texas,87.0,39,17615,56444,"(54545.6, 61494.5]",36.0,35.7,37.1,30.7,10.1,55.3,3.3,64.9,31.4,14.1,0.0
Shackelford County, Texas,18.0,9,3350,55130,"(54545.6, 61494.5]",43.0,40.0,44.0,33.9,18.5,56.6,3.8,62.1,34.7,13.1,0.0
Shelby County, Texas,122.0,60,25402,35772,"(34218.1, 37413.8]",36.9,36.3,38.2,35.7,9.6,52.0,7.9,48.7,36.2,22.0,39.36697898
Sherman County, Texas,9.0,6,3072,49309,"(48021.6, 51046.4]",38.3,39.8,37.2,27.9,16.1,63.5,3.7,61.1,24.6,13.4,0.0
Smith County, Texas,1007.0,382,222936,45363,"(45201, 48021.6]",36.1,34.5,37.4,25.6,17.1,,7.2,60.9,31.2,18.1,529.2998888000001
Somervell County, Texas,43.0,18,8739,51733,"(51046.4, 54545.6]",40.6,40.6,40.5,26.3,15.9,56.5,2.1,63.3,27.5,12.1,0.0
Starr County, Texas,185.0,70,63795,26699,"[22640, 34218.1]",29.1,27.6,30.8,22.2,6.6,47.6,13.8,23.4,42.2,35.4,0.0
Stephens County, Texas,60.0,28,9440,44110,"(42724.4, 45201]",39.3,38.1,42.9,35.0,14.2,50.2,3.9,54.6,35.8,20.8,0.0
Stonewall County, Texas,9.0,5,1410,42780,"(42724.4, 45201]",49.0,45.3,52.4,37.5,11.4,52.5,6.9,56.1,46.7,15.5,0.0
Sutton County, Texas,17.0,7,3913,60435,"(54545.6, 61494.5]",35.1,37.5,34.2,28.2,16.2,59.8,4.3,60.5,22.0,13.2,0.0
Swisher County, Texas,37.0,15,7533,37527,"(37413.8, 40362.7]",36.1,34.5,37.8,35.0,11.2,46.8,6.4,55.8,40.0,20.9,0.0
Tarrant County, Texas,6894.0,2471,1982498,58127,"(54545.6, 61494.5]",34.0,33.0,34.8,23.8,20.6,63.9,6.9,62.7,25.1,15.2,153.8463091
Taylor County, Texas,573.0,252,136051,45559,"(45201, 48021.6]",32.0,30.8,33.3,29.1,16.8,57.9,5.9,63.8,31.4,15.9,169.0542517
Terry County, Texas,60.0,26,12739,38752,"(37413.8, 40362.7]",34.3,32.5,36.3,29.5,8.7,49.7,6.5,46.4,40.5,21.2,0.0
Throckmorton County, Texas,13.0,6,1579,43618,"(42724.4, 45201]",49.6,50.1,49.4,31.3,17.2,53.8,2.6,56.4,40.5,14.2,0.0
Titus County, Texas,120.0,49,32623,40680,"(40362.7, 42724.4]",33.8,33.5,34.2,29.4,9.8,57.6,7.5,54.7,33.4,20.6,0.0
Tom Green County, Texas,532.0,199,118105,45261,"(45201, 48021.6]",33.9,32.0,35.6,30.3,14.7,56.7,4.7,63.2,31.2,15.6,0.0
Trinity County, Texas,113.0,46,14402,36645,"(34218.1, 37413.8]",47.7,47.2,48.4,41.9,8.1,41.6,9.9,52.2,43.1,19.9,0.0
Tyler County, Texas,115.0,56,21347,40442,"(40362.7, 42724.4]",42.8,38.5,46.8,41.8,7.7,40.8,11.5,59.2,41.8,19.3,0.0
Upshur County, Texas,207.0,92,40603,46346,"(45201, 48021.6]",40.5,38.3,42.4,32.6,10.4,53.3,7.9,60.5,33.3,14.6,0.0
Upton County, Texas,12.0,6,3651,55918,"(54545.6, 61494.5]",31.9,33.5,30.7,39.4,6.7,54.3,4.3,57.0,27.4,14.3,0.0
Uvalde County, Texas,102.0,48,27245,37933,"(37413.8, 40362.7]",34.1,32.6,36.2,23.2,11.3,53.3,8.1,49.4,37.2,22.1,0.0
Val Verde County, Texas,176.0,70,48988,41437,"(40362.7, 42724.4]",31.7,30.4,34.0,26.6,12.8,50.4,9.3,49.5,34.5,22.2,0.0
Van Zandt County, Texas,302.0,133,53547,43377,"(42724.4, 45201]",43.5,42.4,44.4,35.4,10.3,52.1,6.1,56.2,36.5,15.9,0.0
Victoria County, Texas,424.0,161,92382,51003,"(48021.6, 51046.4]",35.7,34.5,37.2,31.3,12.7,59.8,6.5,61.2,30.5,15.8,0.0
Walker County, Texas,302.0,101,70699,39984,"(37413.8, 40362.7]",35.0,36.8,30.5,35.8,13.1,37.8,4.4,69.8,25.7,26.3,0.0
Waller County, Texas,145.0,64,48656,50589,"(48021.6, 51046.4]",29.1,28.3,30.0,31.4,13.7,55.6,8.3,55.9,28.8,16.1,0.0
Gasconade County, Missouri,105.0,43,14858,44065,"(42724.4, 45201]",45.6,44.9,47.2,43.2,10.3,54.2,6.1,69.8,35.2,13.5,0.0
Gentry County, Missouri,42.0,19,6692,39444,"(37413.8, 40362.7]",41.4,40.5,42.8,43.5,13.1,56.0,6.3,65.2,39.5,15.4,0.0
Greene County, Missouri,1333.0,552,288072,40386,"(40362.7, 42724.4]",35.6,34.5,37.2,27.9,19.0,58.9,6.8,67.6,29.5,20.6,829.6536977000001
Grundy County, Missouri,66.0,33,10097,37911,"(37413.8, 40362.7]",41.0,38.5,44.0,39.3,10.3,52.9,4.5,63.1,36.8,19.2,0.0
Harrison County, Missouri,60.0,25,8615,37486,"(37413.8, 40362.7]",42.4,39.5,45.0,48.6,9.2,,5.8,60.4,41.8,19.0,0.0
Henry County, Missouri,152.0,74,21737,39232,"(37413.8, 40362.7]",44.1,42.9,45.3,41.3,10.2,53.0,7.4,62.0,41.0,18.3,0.0
Hickory County, Missouri,68.0,35,9201,33707,"[22640, 34218.1]",53.5,53.2,53.8,42.7,6.5,37.9,12.6,50.7,53.2,22.1,0.0
Holt County, Missouri,27.0,13,4484,41652,"(40362.7, 42724.4]",47.4,46.2,48.5,44.4,12.9,59.2,5.2,67.2,36.0,14.4,0.0
Howard County, Missouri,50.0,20,10139,44188,"(42724.4, 45201]",38.8,38.3,39.4,36.2,15.9,55.8,6.3,68.3,34.0,15.6,0.0
Howell County, Missouri,214.0,109,40117,32662,"[22640, 34218.1]",40.6,38.6,42.4,39.0,8.2,51.6,8.3,58.1,41.8,22.1,0.0
Iron County, Missouri,74.0,30,10125,33091,"[22640, 34218.1]",43.1,41.6,44.4,40.4,7.0,46.6,11.4,52.1,43.6,22.1,0.0
Jackson County, Missouri,3240.0,1365,687623,46185,"(45201, 48021.6]",36.5,35.3,37.7,29.1,18.2,61.1,7.6,66.0,29.7,16.5,578.8055373
Jasper County, Missouri,576.0,239,118596,40047,"(37413.8, 40362.7]",35.5,34.4,36.5,35.6,15.1,61.2,6.0,64.1,31.4,19.6,539.6472056
Jefferson County, Missouri,1024.0,438,224124,58976,"(54545.6, 61494.5]",38.6,37.7,39.6,33.6,12.1,61.5,8.3,73.9,26.0,10.6,0.0
Johnson County, Missouri,227.0,87,53951,49949,"(48021.6, 51046.4]",29.7,28.6,31.1,30.7,15.9,54.9,8.0,75.4,25.4,14.6,18.53533762
Knox County, Missouri,25.0,14,3910,37581,"(37413.8, 40362.7]",523.2,42.4,45.4,41.9,11.0,53.8,7.4,56.0,37.4,19.4,0.0
Laclede County, Missouri,185.0,80,35473,36895,"(34218.1, 37413.8]",39.8,38.7,41.5,38.9,9.2,52.6,8.8,56.1,39.7,18.4,0.0
Lafayette County, Missouri,187.0,76,32701,48128,"(48021.6, 51046.4]",41.0,39.6,42.6,42.4,13.0,57.4,6.9,72.7,32.2,13.4,336.3811504
Lawrence County, Missouri,194.0,88,38180,39908,"(37413.8, 40362.7]",39.6,39.0,40.4,38.7,11.8,53.5,7.0,62.1,35.5,18.6,0.0
Lewis County, Missouri,58.0,28,10207,41891,"(40362.7, 42724.4]",39.3,37.8,41.1,47.7,8.6,60.8,5.6,70.4,30.1,14.3,0.0
Lincoln County, Missouri,240.0,98,54696,53804,"(51046.4, 54545.6]",36.5,35.8,37.3,43.4,9.8,57.9,9.5,71.9,28.0,15.7,0.0
Linn County, Missouri,86.0,37,12308,37597,"(37413.8, 40362.7]",42.8,41.8,43.9,49.5,10.0,52.4,4.5,66.8,35.0,20.0,0.0
Livingston County, Missouri,93.0,44,15028,47937,"(45201, 48021.6]",42.0,42.1,41.9,42.6,13.0,54.2,5.1,69.1,33.6,16.6,0.0
McDonald County, Missouri,81.0,49,22643,34863,"(34218.1, 37413.8]",37.0,36.1,37.8,34.2,8.4,54.6,8.7,50.7,37.0,22.2,0.0
Macon County, Missouri,94.0,34,15335,35345,"(34218.1, 37413.8]",42.9,41.8,44.5,43.8,10.3,53.7,8.7,65.5,38.6,17.0,0.0
Madison County, Missouri,78.0,38,12408,35363,"(34218.1, 37413.8]",42.3,40.1,43.1,36.4,7.9,49.8,10.2,58.8,41.8,20.4,0.0
Maries County, Missouri,35.0,24,8963,40165,"(37413.8, 40362.7]",44.2,43.7,44.7,42.8,10.3,49.3,10.0,60.6,39.6,16.1,0.0
Marion County, Missouri,181.0,70,28880,42088,"(40362.7, 42724.4]",39.7,39.2,40.3,38.5,12.8,56.6,7.2,63.2,34.2,18.0,0.0
Mercer County, Missouri,22.0,11,3694,38023,"(37413.8, 40362.7]",44.1,43.6,44.7,50.1,9.1,57.0,4.6,59.9,35.0,15.0,0.0
Miller County, Missouri,129.0,65,25113,37360,"(34218.1, 37413.8]",40.8,40.2,41.3,42.5,11.0,54.8,8.1,59.8,38.5,17.4,0.0
Mississippi County, Missouri,81.0,47,14036,30661,"[22640, 34218.1]",39.3,37.4,42.0,40.7,8.0,43.9,12.2,43.5,47.6,32.2,0.0
Moniteau County, Missouri,70.0,31,15963,47158,"(45201, 48021.6]",38.0,37.8,38.1,43.4,13.0,54.8,6.7,66.4,29.0,13.9,187.9345988
Monroe County, Missouri,51.0,18,8583,41376,"(40362.7, 42724.4]",44.8,43.9,46.0,48.7,9.7,55.4,5.9,63.1,37.3,15.8,0.0
Montgomery County, Missouri,84.0,32,11703,42105,"(40362.7, 42724.4]",43.7,41.9,45.2,42.3,7.8,54.3,9.4,63.4,39.2,16.1,170.8963514
Morgan County, Missouri,135.0,67,20171,36867,"(34218.1, 37413.8]",46.5,45.9,47.4,41.3,9.0,42.2,11.7,50.2,42.3,20.7,0.0
New Madrid County, Missouri,105.0,57,18208,34631,"(34218.1, 37413.8]",40.5,38.7,42.1,41.3,6.8,50.1,8.8,48.3,43.3,23.3,0.0
Newton County, Missouri,205.0,134,58615,45448,"(45201, 48021.6]",39.7,38.4,40.9,33.1,11.8,56.8,6.1,66.0,32.4,14.3,0.0
Nodaway County, Missouri,98.0,43,22810,42956,"(42724.4, 45201]",28.3,28.4,28.2,41.2,14.0,,7.2,74.0,26.8,20.2,0.0
Oregon County, Missouri,55.0,27,10953,29415,"[22640, 34218.1]",45.8,45.6,46.0,39.6,6.7,46.2,7.1,48.8,47.7,23.9,0.0
Osage County, Missouri,71.0,27,13628,51958,"(51046.4, 54545.6]",39.8,38.7,40.8,46.6,12.6,62.0,2.9,78.6,27.4,10.2,0.0
Ozark County, Missouri,60.0,31,9409,31025,"[22640, 34218.1]",50.7,50.7,50.8,44.2,7.5,39.3,12.6,51.6,52.1,22.3,0.0
Pemiscot County, Missouri,81.0,52,17482,32120,"[22640, 34218.1]",37.6,36.3,38.8,37.8,7.8,47.1,11.2,45.7,47.5,28.7,0.0
Perry County, Missouri,100.0,42,19183,50548,"(48021.6, 51046.4]",39.7,38.9,40.8,44.4,10.9,62.1,4.2,76.1,29.4,11.6,0.0
Pettis County, Missouri,227.0,109,42255,40038,"(37413.8, 40362.7]",37.5,36.2,39.0,32.2,11.5,57.1,6.4,61.6,35.7,17.6,0.0
Phelps County, Missouri,206.0,82,44794,40710,"(40362.7, 42724.4]",34.4,31.1,38.4,33.2,15.3,53.4,7.0,71.3,29.0,21.6,1942.224405
Pike County, Missouri,113.0,44,18348,44408,"(42724.4, 45201]",39.5,37.9,42.6,43.8,9.3,,6.5,64.2,37.0,18.9,0.0
Platte County, Missouri,397.0,138,96096,70874,"(61494.5, 125635]",38.3,37.4,39.2,22.4,25.0,67.3,5.6,81.8,21.2,6.9,301.7815518
Polk County, Missouri,155.0,71,31229,38344,"(37413.8, 40362.7]",37.5,36.1,38.6,38.8,10.4,52.6,9.5,62.3,39.4,18.1,1216.817702
Pulaski County, Missouri,182.0,65,53221,47227,"(45201, 48021.6]",26.8,25.0,29.7,31.3,15.8,36.1,12.7,72.3,27.6,15.9,0.0
Putnam County, Missouri,34.0,16,4858,34684,"(34218.1, 37413.8]",46.4,44.3,48.6,41.7,12.0,53.2,2.8,63.6,38.7,18.6,0.0
Ralls County, Missouri,48.0,28,10196,51738,"(51046.4, 54545.6]",45.1,44.5,46.0,48.5,8.2,58.0,6.2,67.7,34.9,11.6,0.0
Randolph County, Missouri,134.0,57,25104,41346,"(40362.7, 42724.4]",38.4,36.5,40.7,38.9,9.0,47.5,8.9,61.5,39.1,18.3,0.0
Ray County, Missouri,132.0,57,22810,51986,"(51046.4, 54545.6]",41.5,40.1,43.1,47.3,9.2,55.5,8.2,72.9,32.7,15.3,0.0
Reynolds County, Missouri,38.0,18,6432,31820,"[22640, 34218.1]",46.6,45.3,47.6,44.0,5.7,45.7,11.1,52.3,48.6,21.5,0.0
Ripley County, Missouri,87.0,46,13802,30019,"[22640, 34218.1]",41.6,40.2,43.0,39.1,6.3,49.2,10.1,46.7,48.4,25.1,0.0
St. Charles County, Missouri,1691.0,583,385590,74220,"(61494.5, 125635]",37.4,36.3,38.7,26.1,23.3,68.1,5.1,84.0,19.2,6.8,59.64884981
St. Clair County, Missouri,57.0,30,9440,33986,"[22640, 34218.1]",49.7,49.2,50.6,45.7,6.1,42.8,9.3,58.0,43.3,21.7,0.0
Ste. Genevieve County, Missouri,85.0,44,17919,46874,"(45201, 48021.6]",42.5,42.1,42.7,42.0,9.0,57.7,5.4,76.0,32.6,13.1,1506.7805119999998
St. Francois County, Missouri,383.0,165,66520,40376,"(40362.7, 42724.4]",38.9,37.4,40.8,34.2,8.4,47.6,8.3,64.3,38.9,20.3,435.95911
St. Louis County, Missouri,5880.0,2089,1003362,60093,"(54545.6, 61494.5]",40.2,38.1,41.9,22.0,24.4,61.3,7.4,76.0,26.6,9.6,366.7669296
Saline County, Missouri,126.0,62,23258,41112,"(40362.7, 42724.4]",38.2,35.8,41.1,39.4,11.5,57.2,5.5,70.9,34.7,16.3,0.0
Schuyler County, Missouri,22.0,13,4436,34644,"(34218.1, 37413.8]",41.3,39.0,41.9,45.9,7.9,54.9,7.4,57.9,38.1,18.2,0.0
Scotland County, Missouri,21.0,14,4854,38281,"(37413.8, 40362.7]",39.1,35.9,40.8,40.7,10.5,60.3,4.0,48.3,36.8,16.3,0.0
Scott County, Missouri,230.0,99,39008,40532,"(40362.7, 42724.4]",39.7,38.4,41.2,42.0,8.5,56.2,6.8,60.5,39.6,20.9,0.0
Shannon County, Missouri,42.0,24,8258,27382,"[22640, 34218.1]",44.5,43.0,45.3,37.9,9.4,50.6,9.2,54.2,41.6,28.2,0.0
Shelby County, Missouri,43.0,14,6128,42498,"(40362.7, 42724.4]",42.4,40.7,44.0,46.4,8.8,,5.8,62.2,36.8,16.6,163.18537859999998
